source_id,post_text,normalized_text,text_hash,annotated_sentiment,like_count,love_count,care_count,haha_count,wow_count,sad_count,angry_count,joy,affection,amusement,surprise,sadness,anger,care_empathy,fear,disgust,approval,sarcasm,pride,gratitude,disappointment,grief,jealousy,confusion,nostalgia,hope,excitement,relief,embarrassment,joy_mask,affection_mask,amusement_mask,surprise_mask,sadness_mask,anger_mask,care_empathy_mask,fear_mask,disgust_mask,approval_mask,sarcasm_mask,pride_mask,gratitude_mask,disappointment_mask,grief_mask,jealousy_mask,confusion_mask,nostalgia_mask,hope_mask,excitement_mask,relief_mask,embarrassment_mask
3180,"Oyt tibbe eyge nowi
Mge wenn 😊",oyt tibbe eyge nowi mge wenn 😊,b8c340a1fe10ea7e7375c99e9d46954c,Positive,9,2,0,96,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3182,"කලාකාරියක් ලෙසට නන්දා මාලිනිය අද්විතීයයි. ඇයගේ අල්පයක් වූ දේශපාලන විරෝධාකල්ප ගී අතරේ ඇය ලාංකේය කලා ලොවට තිළිණ කළ ගීත මහ මෙරට වඩා රසයෙන් උසය, අරුතින් බරය. එබැවින් ඇගේ දේශපාලනයට ඇයට ගැරහීම නවතමු","කලාකාරියක් ලෙසට නන්දා මාලිනිය අද්විතීයයි. ඇයගේ අල්පයක් වූ දේශපාලන විරෝධාකල්ප ගී අතරේ ඇය ලාංකේය කලා ලොවට තිළිණ කළ ගීත මහ මෙරට වඩා රසයෙන් උසය, අරුතින් බරය. එබැවින් ඇගේ දේශපාලනයට ඇයට ගැරහීම නවතමු",a60bf23d7529e9e3aef49b5610c010ed,Positive,73,4,2,2,0,4,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3183,"සද්ද නැතුව පාඩුවෙ වැඩ ටික කරගෙන ඉද්දිත් සමහරු හිතන්නෙ අපිට love එකක් සෙට් වෙලා කියලා 
😒",සද්ද නැතුව පාඩුවෙ වැඩ ටික කරගෙන ඉද්දිත් සමහරු හිතන්නෙ අපිට love එකක් සෙට් වෙලා කියලා 😒,2e8098b0fed0c6433b0ca6dab82db28d,Negative,6,0,0,64,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3184,"service charge එකත් ගන්නවා, extra fee එකත් ගන්නවා, අවසානයේ service එක zero. customer කෙනෙක් complaint කළාමවත් හරියට අහන්නේ නෑ.","service charge එකත් ගන්නවා, extra fee එකත් ගන්නවා, අවසානයේ service එක zero. customer කෙනෙක් complaint කළාමවත් හරියට අහන්නේ නෑ.",08acf73fd923169c8d10ec0f9178af1a,Negative,657,2,6,2,14,34,273,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3186,මේ සතියේ අම්මාගේ පරණ voice note එකක් හම්බුණා. එක මොහොතකට හැමදේම ආයෙම මතක් වුණා... හිත කඩා වැටෙන පුවතක්. 😢💔,මේ සතියේ අම්මාගේ පරණ voice note එකක් හම්බුණා. එක මොහොතකට හැමදේම ආයෙම මතක් වුණා... හිත කඩා වැටෙන පුවතක්. 😢💔,835480b1094258ad77e62d35806a1f3e,Negative,122,4,26,1,6,127,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3187,"මේ සසරේ
මා කල පිනක් වුවද අම්මා නමට
අනුමෝදන් වේවා !
❤🙏",මේ සසරේ මා කල පිනක් වුවද අම්මා නමට අනුමෝදන් වේවා ! ❤🙏,dd5d94bab6e8d8d17dbfe541e84197e7,Positive,1613,1318,312,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3188,වෙන්වීම් ගැන කතා නොකර හිටියත් හිත ඇතුළේ ඒවා නැති වෙන්නේ නෑ. අද කෙනෙක්ගේ කතාවක් අහලා ඒක තවත් දැනුණා. මේ මොහොත දරාගන්න ඔවුන්ට හැකියාව ලැබේවා. 🥀,වෙන්වීම් ගැන කතා නොකර හිටියත් හිත ඇතුළේ ඒවා නැති වෙන්නේ නෑ. අද කෙනෙක්ගේ කතාවක් අහලා ඒක තවත් දැනුණා. මේ මොහොත දරාගන්න ඔවුන්ට හැකියාව ලැබේවා. 🥀,ce9ef637a9ed1b5d0561f6df1977d4a5,Negative,172,0,43,4,13,222,29,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3191,"🌍 ඊළඟට ඔයාට ඕනි Language එක මොකක්ද? 👀
වැඩිම කමෙන්ට්‍ තියන එකට පොත් වීඩීයො ලෙසන්ස් නොමිලේ දෙනවා😁",🌍 ඊළඟට ඔයාට ඕනි language එක මොකක්ද? 👀 වැඩිම කමෙන්ට් තියන එකට පොත් වීඩීයො ලෙසන්ස් නොමිලේ දෙනවා😁,f04d66e95b837bec57743a676698db94,Positive,120,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3192,"දයා ගමගේට දේශපාලන බලපුළුවන්කාරකම් මත කෝටි ගණන් ණය දුන්නේ කවුද?
#lka #news1st",දයා ගමගේට දේශපාලන බලපුළුවන්කාරකම් මත කෝටි ගණන් ණය දුන්නේ කවුද? #lka #news1st,9b82c82a55341fd1fc382f5966f6e26b,Negative,290,0,0,38,1,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3193,"ඉන්දුනීසියාවේ ෆ්ලෝරස් දූපත ආසන්න මුහුදේ මැග්නිටියුඩ් 7.7 ප්‍රබල භූ කම්පනයක්. සුනාමි අනතුරු ඇඟවීම් නිකුක් කෙරේ. ශ්‍රී ලංකාවට බලපෑමක් නැහැ. - කාලගුණ විද්‍යා දෙපාර්තමේන්තුව
#LKA #News1st #SL #earthquake",ඉන්දුනීසියාවේ ෆ්ලෝරස් දූපත ආසන්න මුහුදේ මැග්නිටියුඩ් 7.7 ප්රබල භූ කම්පනයක්. සුනාමි අනතුරු ඇඟවීම් නිකුක් කෙරේ. ශ්රී ලංකාවට බලපෑමක් නැහැ. - කාලගුණ විද්යා දෙපාර්තමේන්තුව #lka #news1st #sl #earthquake,4657cb6f283bde1ed4bfb41334e106d3,Neutral,3353,36,19,4,28,755,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3194,අද උදේ වසර ගණනක් පාලුවේ සිටි සුරතලා අසනීපයෙන් මිය ගිහින්. මතක් වෙන හැම වෙලාවකම හිත තවත් බර වෙනවා.,අද උදේ වසර ගණනක් පාලුවේ සිටි සුරතලා අසනීපයෙන් මිය ගිහින්. මතක් වෙන හැම වෙලාවකම හිත තවත් බර වෙනවා.,d16562968339a6ae7cb8c2bc8aee9e5d,Negative,691,13,112,1,19,443,50,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3195,අද හවස කුඩා ව්‍යාපාරයේ සියලුම බඩු අනතුරකින් විනාශ වෙලා. අද දවසම මේ කතාව හිතෙන් අයින් වෙන්නේ නෑ. 😔,අද හවස කුඩා ව්යාපාරයේ සියලුම බඩු අනතුරකින් විනාශ වෙලා. අද දවසම මේ කතාව හිතෙන් අයින් වෙන්නේ නෑ. 😔,5b565bbfcd43972cc721129310d9ba32,Negative,307,4,21,0,2,292,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3197,"අපරාධ පසිඳලීමේ ක්‍රියාවලිය අභියෝගාත්මකයි
මේ සමාජය වින්දිතයොත් එක්ක නෑ. 
බහුතරයක් ඉන්නේ අපරාධකරුවන් එක්ක - අතිරේක සොලිසිටර් ජනරාල් දිලීප පීරිස්  
#LKA #News1st #SL #Srilanka",අපරාධ පසිඳලීමේ ක්රියාවලිය අභියෝගාත්මකයි මේ සමාජය වින්දිතයොත් එක්ක නෑ. බහුතරයක් ඉන්නේ අපරාධකරුවන් එක්ක - අතිරේක සොලිසිටර් ජනරාල් දිලීප පීරිස් #lka #news1st #sl #srilanka,8f9ac30213562b223b6a80c1e7302087,Negative,2078,656,37,18,1,5,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3199,"ඉන්දියාව – බ්‍රිතාන්‍යය ආරක්ෂක සහයෝගිතාව නව මානයකට 
වැඩි විස්තර >>>https://tinyurl.com/3ndh77m5
🟠 WhatsApp Channel 👉  https://whatsapp.com/channel/0029VarihUt9WtBwt0jbvr47
#dasathanews #LKA #Dasatha #SL #Srilanka",ඉන්දියාව – බ්රිතාන්යය ආරක්ෂක සහයෝගිතාව නව මානයකට වැඩි විස්තර >>>https://tinyurl.com/3ndh77m5 🟠 whatsapp channel 👉 https://whatsapp.com/channel/0029varihut9wtbwt0jbvr47 #dasathanews #lka #dasatha #sl #srilanka,b74a1f49d942f64fd05b69d50c10cb14,Neutral,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3200,මේ ලෝකේ තියෙන නරකම දේ තමා මි නී පෙට්ටි බදාගෙන අඩන එක.”ආදරේ කරන්න ඕන මියගිය අයට නෙමෙයි.ජීවත් වෙලා ඉන්න අයට “♥️,මේ ලෝකේ තියෙන නරකම දේ තමා මි නී පෙට්ටි බදාගෙන අඩන එක.”ආදරේ කරන්න ඕන මියගිය අයට නෙමෙයි.ජීවත් වෙලා ඉන්න අයට “♥️,3ae9b8d6e3679809291290b695d71277,Positive,696,108,6,2,1,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3201,"ආණ්ඩුවට මඩ ගහනවද විපක්ෂයට මඩ ගහනවද කියන එක අදාලම නැත. 
විදෙස්ගතව ඉන්න අපේ කොල්ලො මාර කට්ටක් කනවා උන්ගේ ජීවිත ගොඩ දාගන්න ගමන් මේ රටත් ගොඩ දාන්න. සමහරු දවසට පැය 18 වැඩ කරනවා. එහෙම කටු කාලා හම්බකරල එවන සල්ලි වලින් තමයි මේ රට ඔලුව උස්සන්නේ. 
මේ රට නැවතත් වලට දාන්න හදන එකෙක් ඉන්නවනම් උගෙ පක්ශය අදාල නෑ. ඊට එරෙහිව කෙලින් කතා කරන්න පිටරට ඉන්න අපේ කොල්ලන්නට කොන්දක් තියෙනවා. 
#SriLankaPolice විදෙස් ගතව සේවය කරන කොල්ලන්ගේ මෙරට සිටින දෙමව්පියන්ට ප්‍රසිද්ධියේ තර්ජනය කරන මෙම පුද්ගලයා වහාම අත් අඩංගුවට ගන්න....",ආණ්ඩුවට මඩ ගහනවද විපක්ෂයට මඩ ගහනවද කියන එක අදාලම නැත. විදෙස්ගතව ඉන්න අපේ කොල්ලො මාර කට්ටක් කනවා උන්ගේ ජීවිත ගොඩ දාගන්න ගමන් මේ රටත් ගොඩ දාන්න. සමහරු දවසට පැය 18 වැඩ කරනවා. එහෙම කටු කාලා හම්බකරල එවන සල්ලි වලින් තමයි මේ රට ඔලුව උස්සන්නේ. මේ රට නැවතත් වලට දාන්න හදන එකෙක් ඉන්නවනම් උගෙ පක්ශය අදාල නෑ. ඊට එරෙහිව කෙලින් කතා කරන්න පිටරට ඉන්න අපේ කොල්ලන්නට කොන්දක් තියෙනවා. #srilankapolice විදෙස් ගතව සේවය කරන කොල්ලන්ගේ මෙරට සිටින දෙමව්පියන්ට ප්රසිද්ධියේ තර්ජනය කරන මෙම පුද්ගලයා වහාම අත් අඩංගුවට ගන්න....,88c77da231c220aae3f4cde29ba58757,Negative,632,26,4,390,1,2,24,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3204,"පූනාගල 'නවෝදයාපුරම්' නව නිවාස ව්‍යාපෘතිය යටතේ ඉදිකළ නිවාසවලින් නිවාස 50ක් ජනපති සුරතින් අද (28) ජනතා අයිතියට.
dasathalankanews.com 
🟠 WhatsApp Channel 👉  https://whatsapp.com/channel/0029VarihUt9WtBwt0jbvr47",පූනාගල 'නවෝදයාපුරම්' නව නිවාස ව්යාපෘතිය යටතේ ඉදිකළ නිවාසවලින් නිවාස 50ක් ජනපති සුරතින් අද (28) ජනතා අයිතියට. dasathalankanews.com 🟠 whatsapp channel 👉 https://whatsapp.com/channel/0029varihut9wtbwt0jbvr47,286a0ec566556429febc8db6c39d5aa5,Neutral,457,136,20,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3205,මිනිසෙක් ශක්තිමත් වන්නේ තම ශරීරයෙන් නොව.. ඔහු තුල පවත්නා වූ ස්ථිර ආත්ම විශ්වාසයෙනි.. 🙂❤️,මිනිසෙක් ශක්තිමත් වන්නේ තම ශරීරයෙන් නොව.. ඔහු තුල පවත්නා වූ ස්ථිර ආත්ම විශ්වාසයෙනි.. 🙂❤️,33d7becc00ad649d87602a75b0c49744,Positive,216,59,9,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3206,"විදුලි සැපයුම් ලබා දීමේදී ජලය කාන්දු නොවන බවට අනිවාර්යෙන්ම වග බලා ගන්න
#BeSafe #LifeMatters #SafetyAwareness #News1st #SL #Srilanka #PUCSL",විදුලි සැපයුම් ලබා දීමේදී ජලය කාන්දු නොවන බවට අනිවාර්යෙන්ම වග බලා ගන්න #besafe #lifematters #safetyawareness #news1st #sl #srilanka #pucsl,0d2db8beed02faa011219ad98f08c533,Positive,45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3208,"පොලිස්පතිතුමනි, ඉන්ධන  ගෑස් හිඟය නිසා පීඩාවට පත්ව පෝලිංවල දුක්විඳින ජනතාවට එරෙහිව  නිල/ බාහු හා අවිබලය පෙන්වීම වළක්වන්න.
✌.","පොලිස්පතිතුමනි, ඉන්ධන ගෑස් හිඟය නිසා පීඩාවට පත්ව පෝලිංවල දුක්විඳින ජනතාවට එරෙහිව නිල/ බාහු හා අවිබලය පෙන්වීම වළක්වන්න. ✌.",403d85e5eed660b2374e4a69e1a50f67,Negative,7897,1879,74,28,7,98,17,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3212,"මරදානේ මහල් නිවාසයකින් වැටී 12 හැවිරිදි දරුවෙකු මරුට..
#LKA #News1st #SL #Srilanka",මරදානේ මහල් නිවාසයකින් වැටී 12 හැවිරිදි දරුවෙකු මරුට.. #lka #news1st #sl #srilanka,0ff7729a7861390576cbd8a1c721bc68,Negative,375,7,2,0,2,661,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3213,"මහා සංඝරත්නය මුහුණපාන කාලීන ගැටලු බුද්ධශාසන සභාවේ දී අවධානයට
වැඩි විස්තර >>>https://tinyurl.com/2r2c39en
🟠 WhatsApp Channel 👉  https://whatsapp.com/channel/0029VarihUt9WtBwt0jbvr47
#dasathanews #LKA #Dasatha #SL #Srilanka",මහා සංඝරත්නය මුහුණපාන කාලීන ගැටලු බුද්ධශාසන සභාවේ දී අවධානයට වැඩි විස්තර >>>https://tinyurl.com/2r2c39en 🟠 whatsapp channel 👉 https://whatsapp.com/channel/0029varihut9wtbwt0jbvr47 #dasathanews #lka #dasatha #sl #srilanka,caab1aa8dddfc1a875a1942c13082e37,Neutral,51,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3215,"කැම්පස් එකේ presentation කරන උනුත් හරියට අර විපුල මාම වගේ. 
පොඩ්ඩ ඇත්තන් lyrics අවුල් යනව.
😅",කැම්පස් එකේ presentation කරන උනුත් හරියට අර විපුල මාම වගේ. පොඩ්ඩ ඇත්තන් lyrics අවුල් යනව. 😅,289e9ea759848133031487f98d11e725,Negative,0,0,0,31,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3216,"ඔයා ඉන්න තැන වර්ණනා කරන අයට වඩා... ඔයා නැති තැනත් ඔයාව රකින, ඔයා වෙනුවෙන් කතා කරන මිනිස්සුන්ව ආශ්‍රය කරන්න! 🙂❤️💯","ඔයා ඉන්න තැන වර්ණනා කරන අයට වඩා... ඔයා නැති තැනත් ඔයාව රකින, ඔයා වෙනුවෙන් කතා කරන මිනිස්සුන්ව ආශ්රය කරන්න! 🙂❤️💯",aefc5f38d9859521a9f06ef04ea144be,Positive,790,257,17,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3217,"ඔබට සිටින සතුරන් බොහෝමයක්, ඔබ මීට පෙර උදව් කල පුද්ගලයින් වීමේ
සම්භාවිතාව වැඩිය 🙂👍","ඔබට සිටින සතුරන් බොහෝමයක්, ඔබ මීට පෙර උදව් කල පුද්ගලයින් වීමේ සම්භාවිතාව වැඩිය 🙂👍",2410f16959311d3970973247f7c888a5,Negative,833,89,9,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3219,අද හවස පොදු ස්ථානයක විශේෂ අවශ්‍යතා ඇති කෙනෙක්ට අගෞරවයෙන් හැසිරෙන එක දැක්කා. අදාළ අය මේ ගැන උත්තර දෙන්න ඕනේ. 😡,අද හවස පොදු ස්ථානයක විශේෂ අවශ්යතා ඇති කෙනෙක්ට අගෞරවයෙන් හැසිරෙන එක දැක්කා. අදාළ අය මේ ගැන උත්තර දෙන්න ඕනේ. 😡,066edae6a6533672a90795bb3c57ed11,Negative,257,4,19,0,12,44,201,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3220,අන්තිමට බලද්දි එයාගේ මුළු පරම්පරාවම මගේ Friend List එකේ ඉන්නවා... හැබැයි එයා විතරක් නෑ නේද! 🤭🥲💔,අන්තිමට බලද්දි එයාගේ මුළු පරම්පරාවම මගේ friend list එකේ ඉන්නවා... හැබැයි එයා විතරක් නෑ නේද! 🤭🥲💔,3fbca9c66074fda4c614b38ae20c1842,mixed,120,0,1,318,2,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3221,"විදෙස් රටවල උපකාර නේපාලනය ප්‍රතික්ෂේප කරයි
dasathalankanews.com
🟠 WhatsApp Channel 👉  https://whatsapp.com/channel/0029VarihUt9WtBwt0jbvr47",විදෙස් රටවල උපකාර නේපාලනය ප්රතික්ෂේප කරයි dasathalankanews.com 🟠 whatsapp channel 👉 https://whatsapp.com/channel/0029varihut9wtbwt0jbvr47,f0327d5da1d1a542da5e20f46a4882a1,Neutral,671,13,4,373,35,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3222, සලේට යුක්තිය උදෙසා එකතුවෙමු!✊ හිටපු බුද්ධි අංශ ප්‍රධානී මේජර් ජෙනරාල් සුරේෂ් සලේ මහතා වෙනුවෙන් සත්‍යය සහ සාධාරණත්වය ඉල්ලා සිටින විශේෂ මහජන කතිකාව සහ පෙත්සමකට අත්සන් තැබීමේ වැඩසටහනට ඔබ සැමට ගෞරවයෙන් ඇරයුම් කරමු!, සලේට යුක්තිය උදෙසා එකතුවෙමු!✊ හිටපු බුද්ධි අංශ ප්රධානී මේජර් ජෙනරාල් සුරේෂ් සලේ මහතා වෙනුවෙන් සත්යය සහ සාධාරණත්වය ඉල්ලා සිටින විශේෂ මහජන කතිකාව සහ පෙත්සමකට අත්සන් තැබීමේ වැඩසටහනට ඔබ සැමට ගෞරවයෙන් ඇරයුම් කරමු!,f095e49ae8c3ca8c25178ee7ab23c66a,Neutral,410,49,7,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
