record_id,data_origin,annotation_provenance,provided_sentiment,provided_joy,provided_affection,provided_amusement,provided_surprise,provided_sadness,provided_anger,provided_care_empathy,provided_fear,provided_disgust,provided_approval,provided_sarcasm,provided_confidence
SYN_POST_006963,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_006964,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_006965,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,yes,no,no,no,no,no,no,no,medium
SYN_POST_006966,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_006967,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_006968,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_006969,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_006970,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_006971,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_006972,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_006973,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_006974,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_006975,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_006976,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_006977,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_006978,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_006979,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_006980,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_006981,synthetic_augmentation,provided_synthetic_unverified,positive,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_006982,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_006983,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_006984,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_006985,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_006986,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_006987,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_006988,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_006989,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_006990,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_006991,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_006992,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_006993,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_006994,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_006995,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_006996,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_006997,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_006998,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_006999,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007000,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007001,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007002,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007003,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007004,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007005,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007006,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007007,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007008,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007009,synthetic_augmentation,provided_synthetic_unverified,positive,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007010,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007011,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007012,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007013,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007014,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007015,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,yes,no,no,no,no,high
SYN_POST_007016,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,yes,no,no,no,no,no,no,no,medium
SYN_POST_007017,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007018,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007019,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,yes,no,no,no,no,no,no,no,medium
SYN_POST_007020,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007021,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007022,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,medium
SYN_POST_007023,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_007024,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007025,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007026,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007027,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007028,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_007029,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007030,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007031,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_007032,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007033,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007034,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007035,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007036,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007037,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,medium
SYN_POST_007038,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007039,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007040,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007041,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007042,synthetic_augmentation,provided_synthetic_unverified,positive,no,yes,no,no,no,no,yes,no,no,no,no,high
SYN_POST_007043,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007044,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,medium
SYN_POST_007045,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007046,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007047,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007048,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007049,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_007050,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,medium
SYN_POST_007051,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007052,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007053,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007054,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007055,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007056,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_007057,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007058,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007059,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007060,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007061,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007062,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007063,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007064,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007065,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007066,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007067,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007068,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007069,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007070,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,yes,no,no,no,no,high
SYN_POST_007071,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007072,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007073,synthetic_augmentation,provided_synthetic_unverified,positive,no,yes,no,no,no,no,no,no,no,no,no,high
SYN_POST_007074,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007075,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007076,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007077,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007078,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007079,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007080,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007081,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007082,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007083,synthetic_augmentation,provided_synthetic_unverified,positive,no,yes,no,no,no,no,no,no,no,no,no,high
SYN_POST_007084,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007085,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_007086,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007087,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,yes,no,no,no,no,no,no,no,medium
SYN_POST_007088,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_007089,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007090,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007091,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007092,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007093,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007094,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007095,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007096,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007097,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007098,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007099,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007100,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007101,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007102,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007103,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007104,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007105,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007106,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,yes,no,no,no,no,no,no,no,medium
SYN_POST_007107,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007108,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007109,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007110,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007111,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007112,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007113,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007114,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007115,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007116,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007117,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007118,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007119,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007120,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007121,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007122,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007123,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007124,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,uncertain,no,no,no,no,no,no,medium
SYN_POST_007125,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007126,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007127,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007128,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007129,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007130,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007131,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007132,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007133,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007134,synthetic_augmentation,provided_synthetic_unverified,positive,no,yes,no,no,no,no,no,no,no,no,no,high
SYN_POST_007135,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007136,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007137,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_007138,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007139,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007140,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007141,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,medium
SYN_POST_007142,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007143,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_007144,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007145,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007146,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007147,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007148,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,yes,no,no,no,no,no,no,no,medium
SYN_POST_007149,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007150,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007151,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007152,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007153,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_007154,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007155,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007156,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,medium
SYN_POST_007157,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007158,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,medium
SYN_POST_007159,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007160,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007161,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007162,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007163,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007164,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007165,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,uncertain,no,no,no,no,no,no,medium
SYN_POST_007166,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007167,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007168,synthetic_augmentation,provided_synthetic_unverified,positive,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007169,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007170,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_007171,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,yes,no,no,no,no,high
SYN_POST_007172,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_007173,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007174,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007175,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007176,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007177,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007178,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007179,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,medium
SYN_POST_007180,synthetic_augmentation,provided_synthetic_unverified,neutral,no,no,no,no,no,no,no,no,no,no,no,high
SYN_POST_007181,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007182,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,yes,no,no,no,no,no,no,no,high
SYN_POST_007183,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007184,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007185,synthetic_augmentation,provided_synthetic_unverified,negative,no,no,no,no,yes,no,no,no,no,no,no,high
SYN_POST_007186,synthetic_augmentation,provided_synthetic_unverified,mixed,no,yes,no,no,yes,no,yes,no,no,no,no,high
SYN_POST_007187,synthetic_augmentation,provided_synthetic_unverified,positive,yes,yes,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007188,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
SYN_POST_007189,synthetic_augmentation,provided_synthetic_unverified,mixed,no,no,yes,no,no,no,no,no,no,no,no,high
SYN_POST_007190,synthetic_augmentation,provided_synthetic_unverified,positive,yes,no,no,no,no,no,no,no,no,yes,no,high
